ENSG00000162413	KLHL21	protein_coding
ENSG00000116273	PHF13	protein_coding
ENSG00000041988	THAP3	protein_coding
ENSG00000007923	DNAJC11	protein_coding
ENSG00000228750	LINC01672	lincRNA
ENSG00000171735	CAMTA1	protein_coding
ENSG00000207056	RNU1-8P	snRNA
ENSG00000270171	AL359881	lincRNA
ENSG00000270035	AL359881	lincRNA
ENSG00000269978	AL359881	lincRNA
ENSG00000049245	VAMP3	protein_coding
ENSG00000049246	PER3	protein_coding
ENSG00000049247	UTS2	protein_coding
ENSG00000049249	TNFRSF9	protein_coding
ENSG00000116288	PARK7	protein_coding
ENSG00000116285	ERRFI1	protein_coding
ENSG00000238290	AL034417	lincRNA
ENSG00000227634	LINC01714	lincRNA
ENSG00000200975	RNU1-7P	snRNA
ENSG00000233645	AL358876	lincRNA
ENSG00000251977	RNU6-991P	snRNA
ENSG00000162426	SLC45A1	protein_coding
ENSG00000142599	RERE	protein_coding
ENSG00000228423	AL357552	lincRNA
ENSG00000074800	ENO1	protein_coding
ENSG00000201725	RNU6-304P	snRNA
ENSG00000131686	CA6	protein_coding
ENSG00000197241	SLC2A7	protein_coding
ENSG00000142583	SLC2A5	protein_coding
ENSG00000180758	GPR157	protein_coding
ENSG00000228526	MIR34AHG	lincRNA
ENSG00000234546	LNCTAM34A	lincRNA
ENSG00000049239	H6PD	protein_coding
ENSG00000171621	SPSB1	protein_coding
ENSG00000235263	AL928921	lincRNA
ENSG00000171612	SLC25A33	protein_coding
ENSG00000188807	TMEM201	protein_coding
ENSG00000171608	PIK3CD	protein_coding
ENSG00000171603	CLSTN1	protein_coding
ENSG00000178585	CTNNBIP1	protein_coding
ENSG00000162441	LZIC	protein_coding
ENSG00000173614	NMNAT1	protein_coding
ENSG00000265521	MIR5697	miRNA
ENSG00000162444	RBP7	protein_coding
ENSG00000130939	UBE4B	protein_coding
ENSG00000201746	RNU6-828P	snRNA
ENSG00000054523	KIF1B	protein_coding
ENSG00000264881	MIR1273D	miRNA
ENSG00000199562	RNU6-37P	snRNA
ENSG00000142657	PGD	protein_coding
ENSG00000175279	CENPS	protein_coding
ENSG00000241563	CORT	protein_coding
ENSG00000160049	DFFA	protein_coding
ENSG00000142655	PEX14	protein_coding
ENSG00000130940	CASZ1	protein_coding
ENSG00000175262	C1orf127	protein_coding
ENSG00000120948	TARDBP	protein_coding
ENSG00000009724	MASP2	protein_coding
ENSG00000116649	SRM	protein_coding
ENSG00000171824	EXOSC10	protein_coding
ENSG00000198793	MTOR	protein_coding
ENSG00000253086	RNU6-537P	snRNA
ENSG00000171819	ANGPTL7	protein_coding
ENSG00000207451	RNU6-291P	snRNA
ENSG00000120942	UBIAD1	protein_coding
ENSG00000204624	DISP3	protein_coding
ENSG00000235643	LINC01647	lincRNA
ENSG00000116661	FBXO2	protein_coding
ENSG00000132879	FBXO44	protein_coding
ENSG00000116663	FBXO6	protein_coding
ENSG00000116670	MAD2L2	protein_coding
ENSG00000162490	DRAXIN	protein_coding
ENSG00000177674	AGTRAP	protein_coding
ENSG00000215910	C1orf167	protein_coding
ENSG00000177000	MTHFR	protein_coding
ENSG00000011021	CLCN6	protein_coding
ENSG00000175206	NPPA	protein_coding
ENSG00000120937	NPPB	protein_coding
ENSG00000199347	RNU5E-1	snRNA
ENSG00000201801	RNU5E-4P	snRNA
ENSG00000116685	KIAA2013	protein_coding
ENSG00000083444	PLOD1	protein_coding
ENSG00000116688	MFN2	protein_coding
ENSG00000116691	MIIP	protein_coding
ENSG00000120949	TNFRSF8	protein_coding
ENSG00000201135	RNU6-777P	snRNA
ENSG00000028137	TNFRSF1B	protein_coding
ENSG00000263676	MIR4632	miRNA
ENSG00000048707	VPS13D	protein_coding
ENSG00000229484	AC243836	lincRNA
ENSG00000162496	DHRS3	protein_coding
ENSG00000221340	RNU6ATAC18P	snRNA
ENSG00000272482	AC254633	lincRNA
ENSG00000204518	AADACL4	protein_coding
ENSG00000188984	AADACL3	protein_coding
ENSG00000157330	C1orf158	protein_coding
ENSG00000116726	PRAMEF12	protein_coding
ENSG00000116721	PRAMEF1	protein_coding
ENSG00000228338	LINC01784	lincRNA
ENSG00000239810	PRAMEF11	protein_coding
ENSG00000179172	HNRNPCL1	protein_coding
ENSG00000120952	PRAMEF2	protein_coding
ENSG00000243073	PRAMEF4	protein_coding
ENSG00000187545	PRAMEF10	protein_coding
ENSG00000204510	PRAMEF7	protein_coding
ENSG00000207434	RNU6-1072P	snRNA
ENSG00000232423	PRAMEF6	protein_coding
ENSG00000229571	PRAMEF25	protein_coding
ENSG00000233336	AC245056	lincRNA
ENSG00000179412	HNRNPCL4	protein_coding
ENSG00000204505	PRAMEF9	protein_coding
ENSG00000207511	RNU6-771P	snRNA
ENSG00000182330	PRAMEF8	protein_coding
ENSG00000237700	PRAMEF33	protein_coding
ENSG00000204501	PRAMEF15	protein_coding
ENSG00000228229	AC243961	lincRNA
ENSG00000204481	PRAMEF14	protein_coding
ENSG00000204480	PRAMEF19	protein_coding
ENSG00000204479	PRAMEF17	protein_coding
ENSG00000204478	PRAMEF20	protein_coding
ENSG00000162494	LRRC38	protein_coding
ENSG00000162493	PDPN	protein_coding
ENSG00000237445	AL359771	lincRNA
ENSG00000116731	PRDM2	protein_coding
ENSG00000189337	KAZN	protein_coding
ENSG00000252151	RNU6-1265P	snRNA
ENSG00000231606	AL357873	lincRNA
ENSG00000234593	KAZN-AS1	lincRNA
ENSG00000171729	TMEM51	protein_coding
ENSG00000204464	C1orf195	lincRNA
ENSG00000142621	FHAD1	protein_coding
ENSG00000228140	AL031283	lincRNA
ENSG00000142634	EFHD2	protein_coding
ENSG00000162438	CTRC	protein_coding
ENSG00000142615	CELA2A	protein_coding
ENSG00000215704	CELA2B	protein_coding
ENSG00000132906	CASP9	protein_coding
ENSG00000116138	DNAJC16	protein_coding
ENSG00000116771	AGMAT	protein_coding
ENSG00000252417	RNU7-179P	snRNA
ENSG00000197312	DDI2	protein_coding
ENSG00000271742	AL121992	lincRNA
ENSG00000116786	PLEKHM2	protein_coding
ENSG00000162461	SLC25A34	protein_coding
ENSG00000162460	TMEM82	protein_coding
ENSG00000162458	FBLIM1	protein_coding
ENSG00000233954	UQCRHL	protein_coding
ENSG00000065526	SPEN	protein_coding
ENSG00000116809	ZBTB17	protein_coding
ENSG00000183888	SRARP	protein_coding
ENSG00000173641	HSPB7	protein_coding
ENSG00000186510	CLCNKA	protein_coding
ENSG00000184908	CLCNKB	protein_coding
ENSG00000185519	FAM131C	protein_coding
ENSG00000142627	EPHA2	protein_coding
ENSG00000142632	ARHGEF19	protein_coding
ENSG00000132881	CPLANE2	protein_coding
ENSG00000037637	FBXO42	protein_coding
ENSG00000055070	SZRD1	protein_coding
ENSG00000187144	SPATA21	protein_coding
ENSG00000157191	NECAP2	protein_coding
ENSG00000226029	LINC01772	lincRNA
ENSG00000206652	RNU1-1	snRNA
ENSG00000261135	AL137802	lincRNA
ENSG00000224174	AL137802	lincRNA
ENSG00000233421	LINC01783	lincRNA
ENSG00000219481	NBPF1	protein_coding
ENSG00000271732	AL137798	lincRNA
ENSG00000207513	RNU1-3	snRNA
ENSG00000058453	CROCC	protein_coding
ENSG00000207389	RNU1-4	snRNA
ENSG00000223643	BX284668	lincRNA
ENSG00000263811	MIR3675	miRNA
ENSG00000228549	BX284668	lincRNA
ENSG00000238142	BX284668	lincRNA
ENSG00000207005	RNU1-2	snRNA
ENSG00000272426	BX284668	lincRNA
ENSG00000117122	MFAP2	protein_coding
ENSG00000159363	ATP13A2	protein_coding
ENSG00000117118	SDHB	protein_coding
ENSG00000117115	PADI2	protein_coding
ENSG00000204362	AL590644	lincRNA
ENSG00000142623	PADI1	protein_coding
ENSG00000142619	PADI3	protein_coding
ENSG00000266634	MIR3972	miRNA
ENSG00000159339	PADI4	protein_coding
ENSG00000179051	RCC2	protein_coding
ENSG00000074964	ARHGEF10L	protein_coding
ENSG00000236648	AL136529	lincRNA
ENSG00000117148	ACTL8	protein_coding
ENSG00000261781	LINC01654	lincRNA
ENSG00000117154	IGSF21	protein_coding
ENSG00000225387	AL591896	lincRNA
ENSG00000179023	KLHDC7A	protein_coding
ENSG00000009709	PAX7	protein_coding
ENSG00000179002	TAS1R2	protein_coding
ENSG00000159423	ALDH4A1	protein_coding
ENSG00000265606	MIR4695	miRNA
ENSG00000221662	MIR1290	miRNA
ENSG00000169991	IFFO2	protein_coding
ENSG00000127481	UBR4	protein_coding
ENSG00000127463	EMC1	protein_coding
ENSG00000053372	MRTO4	protein_coding
ENSG00000162482	AKR7A3	protein_coding
ENSG00000053371	AKR7A2	protein_coding
ENSG00000200403	RNU6-1099P	snRNA
ENSG00000040487	PQLC2	protein_coding
ENSG00000077549	CAPZB	protein_coding
ENSG00000173436	MINOS1	protein_coding
ENSG00000201609	RNU4-28P	snRNA
ENSG00000158747	NBL1	protein_coding
ENSG00000158748	HTR6	protein_coding
ENSG00000162542	TMCO4	protein_coding
ENSG00000178828	RNF186	protein_coding
ENSG00000169914	OTUD3	protein_coding
ENSG00000188784	PLA2G2E	protein_coding
ENSG00000188257	PLA2G2A	protein_coding
ENSG00000127472	PLA2G5	protein_coding
ENSG00000117215	PLA2G2D	protein_coding
ENSG00000158786	PLA2G2F	protein_coding
ENSG00000227066	Z98257	lincRNA
ENSG00000187980	PLA2G2C	protein_coding
ENSG00000162543	UBXN10	protein_coding
ENSG00000228105	LINC01757	lincRNA
ENSG00000158816	VWA5B1	protein_coding
ENSG00000236963	LINC01141	lincRNA
ENSG00000226487	AL139254	lincRNA
ENSG00000162545	CAMK2N1	protein_coding
ENSG00000090432	MUL1	protein_coding
ENSG00000183114	FAM43B	protein_coding
ENSG00000158825	CDA	protein_coding
ENSG00000158828	PINK1	protein_coding
ENSG00000244038	DDOST	protein_coding
ENSG00000117245	KIF17	protein_coding
ENSG00000189410	SH2D5	protein_coding
ENSG00000127483	HP1BP3	protein_coding
ENSG00000075151	EIF4G3	protein_coding
ENSG00000251914	RNU7-200P	snRNA
ENSG00000221808	MIR1256	miRNA
ENSG00000117298	ECE1	protein_coding
ENSG00000236009	AL592309	lincRNA
ENSG00000142794	NBPF3	protein_coding
ENSG00000162551	ALPL	protein_coding
ENSG00000076864	RAP1GAP	protein_coding
ENSG00000090686	USP48	protein_coding
ENSG00000187942	LDLRAD2	protein_coding
ENSG00000142798	HSPG2	protein_coding
ENSG00000219073	CELA3B	protein_coding
ENSG00000201919	RNU6-1022P	snRNA
ENSG00000142789	CELA3A	protein_coding
ENSG00000201273	RNU6-776P	snRNA
ENSG00000228397	LINC01635	lincRNA
ENSG00000070831	CDC42	protein_coding
ENSG00000162552	WNT4	protein_coding
ENSG00000266564	MIR4418	miRNA
ENSG00000184677	ZBTB40	protein_coding
ENSG00000070886	EPHA8	protein_coding
ENSG00000173372	C1QA	protein_coding
ENSG00000159189	C1QC	protein_coding
ENSG00000173369	C1QB	protein_coding
ENSG00000133216	EPHB2	protein_coding
ENSG00000265422	MIR4684	miRNA
ENSG00000264014	MIR4253	miRNA
ENSG00000215906	LACTBL1	protein_coding
ENSG00000227868	TEX46	protein_coding
ENSG00000004487	KDM1A	protein_coding
ENSG00000263793	MIR3115	miRNA
ENSG00000266802	MIR4419A	miRNA
ENSG00000169641	LUZP1	protein_coding
ENSG00000206935	RNU6-514P	snRNA
ENSG00000252578	RNU6-135P	snRNA
ENSG00000179546	HTR1D	protein_coding
ENSG00000261326	LINC01355	lincRNA
ENSG00000125944	HNRNPR	protein_coding
ENSG00000125945	ZNF436	protein_coding
ENSG00000271420	AL109936	lincRNA
ENSG00000204219	TCEA3	protein_coding
ENSG00000088280	ASAP3	protein_coding
ENSG00000007968	E2F2	protein_coding
ENSG00000235052	AL021154	lincRNA
ENSG00000117318	ID3	protein_coding
ENSG00000197880	MDS2	lincRNA
ENSG00000142676	RPL11	protein_coding
ENSG00000011007	ELOA	protein_coding
ENSG00000057757	PITHD1	protein_coding
ENSG00000011009	LYPLA2	protein_coding
ENSG00000117308	GALE	protein_coding
ENSG00000117305	HMGCL	protein_coding
ENSG00000179163	FUCA1	protein_coding
ENSG00000188822	CNR2	protein_coding
ENSG00000264926	MIR378F	miRNA
ENSG00000189266	PNRC2	protein_coding
ENSG00000188529	SRSF10	protein_coding
ENSG00000142661	MYOM3	protein_coding
ENSG00000142677	IL22RA1	protein_coding
ENSG00000185436	IFNLR1	protein_coding
ENSG00000230023	AL590683	lincRNA
ENSG00000158055	GRHL3	protein_coding
ENSG00000001460	STPG1	protein_coding
ENSG00000001461	NIPAL3	protein_coding
ENSG00000117602	RCAN3	protein_coding
ENSG00000264443	AL445686	lincRNA
ENSG00000184454	NCMAP	protein_coding
ENSG00000133226	SRRM1	protein_coding
ENSG00000169504	CLIC4	protein_coding
ENSG00000238482	RNU6-1208P	snRNA
ENSG00000020633	RUNX3	protein_coding
ENSG00000261025	AL445471	lincRNA
ENSG00000264371	MIR4425	miRNA
ENSG00000233755	AL050344	lincRNA
ENSG00000117614	SYF2	protein_coding
ENSG00000117616	RSRP1	protein_coding
ENSG00000272432	AL031432	lincRNA
ENSG00000187010	RHD	protein_coding
ENSG00000183726	TMEM50A	protein_coding
ENSG00000188672	RHCE	protein_coding
ENSG00000204178	MACO1	protein_coding
ENSG00000157978	LDLRAP1	protein_coding
ENSG00000225643	AL606491	lincRNA
ENSG00000117643	MAN1C1	protein_coding
ENSG00000162430	SELENON	protein_coding
ENSG00000117640	MTFR1L	protein_coding
ENSG00000127423	AUNIP	protein_coding
ENSG00000182749	PAQR7	protein_coding
ENSG00000117632	STMN1	protein_coding
ENSG00000158006	PAFAH2	protein_coding
ENSG00000207237	RNU6-110P	snRNA
ENSG00000158008	EXTL1	protein_coding
ENSG00000158014	SLC30A2	protein_coding
ENSG00000158022	TRIM63	protein_coding
ENSG00000175087	PDIK1L	protein_coding
ENSG00000197245	FAM110D	protein_coding
ENSG00000236782	AL391650	protein_coding
ENSG00000142684	ZNF593	protein_coding
ENSG00000142675	CNKSR1	protein_coding
ENSG00000188782	CATSPER4	protein_coding
ENSG00000130695	CEP85	protein_coding
ENSG00000142669	SH3BGRL3	protein_coding
ENSG00000158062	UBXN11	protein_coding
ENSG00000169442	CD52	protein_coding
ENSG00000176092	CRYBG2	protein_coding
ENSG00000176083	ZNF683	protein_coding
ENSG00000131914	LIN28A	protein_coding
ENSG00000117682	DHDDS	protein_coding
ENSG00000198830	HMGN2	protein_coding
ENSG00000117676	RPS6KA1	protein_coding
ENSG00000238705	MIR1976	miRNA
ENSG00000252429	RNU7-29P	snRNA
ENSG00000117713	ARID1A	protein_coding
ENSG00000060642	PIGV	protein_coding
ENSG00000204160	ZDHHC18	protein_coding
ENSG00000175793	SFN	protein_coding
ENSG00000142751	GPN2	protein_coding
ENSG00000198746	GPATCH3	protein_coding
ENSG00000090273	NUDC	protein_coding
ENSG00000131910	NR0B2	protein_coding
ENSG00000175707	KDF1	protein_coding
ENSG00000253368	TRNP1	protein_coding
ENSG00000158246	TENT5B	protein_coding
ENSG00000090020	SLC9A1	protein_coding
ENSG00000142784	WDTC1	protein_coding
ENSG00000186501	TMEM222	protein_coding
ENSG00000206888	RNU6-48P	snRNA
ENSG00000142765	SYTL1	protein_coding
ENSG00000142733	MAP3K6	protein_coding
ENSG00000142748	FCN3	protein_coding
ENSG00000174950	CD164L2	protein_coding
ENSG00000181773	GPR3	protein_coding
ENSG00000158195	WASF2	protein_coding
ENSG00000241169	FO393419	lincRNA
ENSG00000126705	AHDC1	protein_coding
ENSG00000000938	FGR	protein_coding
ENSG00000233975	LINC02574	lincRNA
ENSG00000126709	IFI6	protein_coding
ENSG00000206767	RNU6-949P	snRNA
ENSG00000207095	RNU6-424P	snRNA
ENSG00000009780	FAM76A	protein_coding
ENSG00000117758	STX12	protein_coding
ENSG00000223062	RNU6-1245P	snRNA
ENSG00000117751	PPP1R8	protein_coding
ENSG00000130775	THEMIS2	protein_coding
ENSG00000117748	RPA2	protein_coding
ENSG00000130768	SMPDL3B	protein_coding
ENSG00000158156	XKR8	protein_coding
ENSG00000158161	EYA3	protein_coding
ENSG00000253005	RNU6-176P	snRNA
ENSG00000169403	PTAFR	protein_coding
ENSG00000126698	DNAJC8	protein_coding
ENSG00000130770	ATP5IF1	protein_coding
ENSG00000271398	AL353622	lincRNA
ENSG00000130766	SESN2	protein_coding
ENSG00000130772	MED18	protein_coding
ENSG00000204138	PHACTR4	protein_coding
ENSG00000221216	RNU6ATAC27P	snRNA
ENSG00000180198	RCC1	protein_coding
ENSG00000180098	TRNAU1AP	protein_coding
ENSG00000120656	TAF12	protein_coding
ENSG00000188060	RAB42	protein_coding
ENSG00000229388	LINC01715	lincRNA
ENSG00000270103	AL360012	lincRNA
ENSG00000162419	GMEB1	protein_coding
ENSG00000198492	YTHDF2	protein_coding
ENSG00000116329	OPRD1	protein_coding
ENSG00000159023	EPB41	protein_coding
ENSG00000253304	TMEM200B	protein_coding
ENSG00000225750	AL357500	lincRNA
ENSG00000116350	SRSF4	protein_coding
ENSG00000116353	MECR	protein_coding
ENSG00000060656	PTPRU	protein_coding
ENSG00000230523	LINC01756	lincRNA
ENSG00000228176	AC092265	lincRNA
ENSG00000233399	LINC01648	lincRNA
ENSG00000233372	AL137076	lincRNA
ENSG00000236335	AL161638	lincRNA
ENSG00000231949	AL161638	lincRNA
ENSG00000162510	MATN1	protein_coding
ENSG00000162511	LAPTM5	protein_coding
ENSG00000264773	MIR4420	miRNA
ENSG00000229607	AL137027	lincRNA
ENSG00000223382	LINC01778	lincRNA
ENSG00000162512	SDC3	protein_coding
ENSG00000134644	PUM1	protein_coding
ENSG00000084628	NKAIN1	protein_coding
ENSG00000060688	SNRNP40	protein_coding
ENSG00000121766	ZCCHC17	protein_coding
ENSG00000121769	FABP3	protein_coding
ENSG00000168528	SERINC2	protein_coding
ENSG00000206981	RNU6-40P	snRNA
ENSG00000142910	TINAGL1	protein_coding
ENSG00000121764	HCRTR1	protein_coding
ENSG00000162517	PEF1	protein_coding
ENSG00000084636	COL16A1	protein_coding
ENSG00000121753	ADGRB2	protein_coding
ENSG00000266580	MIR4254	miRNA
ENSG00000134668	SPOCD1	protein_coding
ENSG00000203620	AL354919	lincRNA
ENSG00000269967	AL136115	lincRNA
ENSG00000184007	PTP4A2	protein_coding
ENSG00000228634	AL136115	lincRNA
ENSG00000121774	KHDRBS1	protein_coding
ENSG00000121775	TMEM39B	protein_coding
ENSG00000266203	MIR5585	miRNA
ENSG00000025800	KPNA6	protein_coding
ENSG00000084652	TXLNA	protein_coding
ENSG00000160050	CCDC28B	protein_coding
ENSG00000160051	IQCC	protein_coding
ENSG00000222046	DCDC2B	protein_coding
ENSG00000160055	TMEM234	protein_coding
ENSG00000084623	EIF3I	protein_coding
ENSG00000183615	FAM167B	protein_coding
ENSG00000182866	LCK	protein_coding
ENSG00000116478	HDAC1	protein_coding
ENSG00000175130	MARCKSL1	protein_coding
ENSG00000233775	AL109945	lincRNA
ENSG00000162526	TSSK3	protein_coding
ENSG00000225828	FAM229A	protein_coding
ENSG00000160058	BSDC1	protein_coding
ENSG00000273274	ZBTB8B	protein_coding
ENSG00000160062	ZBTB8A	protein_coding
ENSG00000176261	ZBTB8OS	protein_coding
ENSG00000162521	RBBP4	protein_coding
ENSG00000162520	SYNC	protein_coding
ENSG00000162522	KIAA1522	protein_coding
ENSG00000134684	YARS	protein_coding
ENSG00000116497	S100PBP	protein_coding
ENSG00000160097	FNDC5	protein_coding
ENSG00000121905	HPCA	protein_coding
ENSG00000121900	TMEM54	protein_coding
ENSG00000116514	RNF19B	protein_coding
ENSG00000004455	AK2	protein_coding
ENSG00000142920	AZIN2	protein_coding
ENSG00000116525	TRIM62	protein_coding
ENSG00000160094	ZNF362	protein_coding
ENSG00000270115	AL513327	lincRNA
ENSG00000184389	A3GALT2	protein_coding
ENSG00000134686	PHC2	protein_coding
ENSG00000121903	ZSCAN20	protein_coding
ENSG00000121904	CSMD2	protein_coding
ENSG00000176256	HMGB4	protein_coding
ENSG00000142698	C1orf94	protein_coding
ENSG00000207941	MIR552	miRNA
ENSG00000163866	SMIM12	protein_coding
ENSG00000189280	GJB5	protein_coding
ENSG00000189433	GJB4	protein_coding
ENSG00000188910	GJB3	protein_coding
ENSG00000187513	GJA4	protein_coding
ENSG00000116544	DLGAP3	protein_coding
ENSG00000243749	TMEM35B	protein_coding
ENSG00000163867	ZMYM6	protein_coding
ENSG00000197056	ZMYM1	protein_coding
ENSG00000116560	SFPQ	protein_coding
ENSG00000146463	ZMYM4	protein_coding
ENSG00000142687	KIAA0319L	protein_coding
ENSG00000020129	NCDN	protein_coding
ENSG00000116819	TFAP2E	protein_coding
ENSG00000126067	PSMB2	protein_coding
ENSG00000142686	C1orf216	protein_coding
ENSG00000092853	CLSPN	protein_coding
ENSG00000134698	AGO4	protein_coding
ENSG00000092847	AGO1	protein_coding
ENSG00000271914	AL139286	lincRNA
ENSG00000126070	AGO3	protein_coding
ENSG00000092850	TEKT2	protein_coding
ENSG00000116863	ADPRHL2	protein_coding
ENSG00000171812	COL8A2	protein_coding
ENSG00000054116	TRAPPC3	protein_coding
ENSG00000116871	MAP7D1	protein_coding
ENSG00000054118	THRAP3	protein_coding
ENSG00000214193	SH3D21	protein_coding
ENSG00000142694	EVA1B	protein_coding
ENSG00000196182	STK40	protein_coding
ENSG00000181817	LSM10	protein_coding
ENSG00000222821	RNU4-27P	snRNA
ENSG00000116885	OSCP1	protein_coding
ENSG00000116898	MRPS15	protein_coding
ENSG00000119535	CSF3R	protein_coding
ENSG00000163873	GRIK3	protein_coding
ENSG00000264698	MIR4255	miRNA
ENSG00000207328	RNU6-636P	snRNA
ENSG00000223944	AL353604	lincRNA
ENSG00000163874	ZC3H12A	protein_coding
ENSG00000163875	MEAF6	protein_coding
ENSG00000263675	MIR5581	miRNA
